user,fecha,location,tweet,columna_traducida,TextBlob,compound
Chus_Fdezperia,2019-10-11 23:32:38,,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,  igarrigavaz  what if it turns out that after the interview with  santi abascal millions of spaniards have discovered that those of vox are not even,positive,0.0
Rogger_app,2019-10-11 23:32:33,En Venus la 2a a la izquierda,"RT @IsaacParejo: Santiago Abascal le daría a una pareja homosexual un niño que no quiere adoptar nadie,  qué considerado xD #SantiagoAbasca…",  isaacparejo  santiago abascal would give a homosexual couple a child who does not want to adopt anyone  what is considered xd   santiagoabasca    ,positive,0.4696
AGANA58627798,2019-10-11 23:31:52,España🇪🇸,"RT @madrid_vox: 📺 Ya está disponible la entrevista a @Santi_ABASCAL, presidente de @vox_es, en @El_Hormiguero:

▶ https://t.co/zC58bs574t…",  madrid vox   the interview with  santi abascal  president of  vox es  is now available at  el hormiguero      t co ,positive,0.0
origracias03,2019-10-11 23:31:46,"Islas Canarias, España","RT @Bluper: 📺📰 | Canarias, Galicia y Cataluña, donde menos se vio a #SantiagoAbascalEH
https://t.co/QnSK0vQPun",  bluper     canary islands  galicia and catalonia  where  santiagoabascaleh was least seen    t co ,negative,0.0
Lindazauryhotm1,2019-10-11 23:31:41,,"RT @ElMundoTele: El programa #santiagoabascalEH, el tercero más visto en la historia de 'El Hormiguero' https://t.co/ti2NzkysBC",  elmundotele  the  santiagoabascaleh program  the third most watched in the history of    el hormiguero       t co ,positive,0.0
jrtdesing,2019-10-11 23:29:36,"Alcalá de Guadaíra, España","RT @ElMundoTele: El programa #santiagoabascalEH, el tercero más visto en la historia de 'El Hormiguero' https://t.co/ti2NzkysBC",  elmundotele  the  santiagoabascaleh program  the third most watched in the history of    el hormiguero       t co ,positive,0.0
bigjwayne,2019-10-11 23:29:29,,"RT @amandaschez: Resumen de la entrevista de Pablo Motos:

- ¿Eres facha?
- ¿Te dan asco los homosexuales?
- ¿Vas a echar a todos los inmig…",  amandaschez  summary of pablo motos interview    are you a facha    do homosexuals disgust you    are you going to throw all the immigrants    ,positive,-0.5994
naaiaaraa_28,2019-10-11 23:29:27,"La Rinconada, España","RT @LaauraPuente: Abascal: homófobo? No sé por qué nos llaman homófobos!! 
Abascal el 28 de abril al iniciarse las elecciones:
#SantiagoAba…",  laaurapuente  abascal  homophobe  i don   t know why they call us homophobes    abascal on april  at the start of the elections    santiagoaba    ,positive,0.0
carmenmontagut1,2019-10-11 23:29:06,,"RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
RobertoRMCR7,2019-10-11 23:28:34,"Logroño, España","RT @Jorgebuxade: @Santi_ABASCAL: 

“Entre Notre Dame y el Amazonas defendería antes el Amazonas porque creo más en la obra de Dios que en l…",   jorgebuxade   santi abascal  between notre dame and the amazon  i would defend the amazon before because i believe more in the work of god than in l,positive,0.5423
alberto_o_p,2019-10-11 23:27:57,,"RT @ExtremoDerecho7: Pablo Motos, sin quererlo, le está haciendo a Abascal la mejor campaña posible haciéndole la entrevista más dura que h…",     pablo motos  unwittingly  is making abascal the best possible campaign making him the toughest interview he has    ,positive,0.5994
Clovis53776700,2019-10-11 23:27:10,"Madrid, Spain","RT @vox_es: 🗣️ @Santi_ABASCAL ""Ayer conseguimos un récord de audiencia porque millones de españoles quieren oír la verdad y la autenticidad…",  vox en    santi abascal  quot yesterday we achieved an audience record because millions of spaniards want to hear the truth and authenticity    ,positive,0.3818
Jalpe360,2019-10-11 23:27:00,,"RT @El_Hormiguero: Hoy en El Hormiguero, @Santi_ABASCAL
#SantiagoAbascalEH https://t.co/amrf96PB1g",  el hormiguero  today in el hormiguero   santi abascal  santiagoabascaleh    t co ,positive,0.0
1viicente3,2019-10-11 23:26:54,,"RT @AnabelAlonso_of: ""Si hay un niño que nadie quiere y lo quiere adoptar una pareja gay, pues bueno, pero siempre es preferible  un hombre…",  anabelalonso of   quot if there is a child that nobody wants and wants to adopt a gay couple  well  but a man is always preferable    ,positive,0.2263
EssElena,2019-10-11 23:26:53,,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,  igarrigavaz  what if it turns out that after the interview with  santi abascal millions of spaniards have discovered that those of vox are not even,positive,0.0
mteresavi10,2019-10-11 23:26:17,,"RT @vox_es: 🗣️ @Santi_ABASCAL ""Ayer conseguimos un récord de audiencia porque millones de españoles quieren oír la verdad y la autenticidad…",  vox en    santi abascal  quot yesterday we achieved an audience record because millions of spaniards want to hear the truth and authenticity    ,positive,0.3818
garga999,2019-10-11 23:26:15,,"RT @amandaschez: Resumen de la entrevista de Pablo Motos:

- ¿Eres facha?
- ¿Te dan asco los homosexuales?
- ¿Vas a echar a todos los inmig…",  amandaschez  summary of pablo motos interview    are you a facha    do homosexuals disgust you    are you going to throw all the immigrants    ,positive,-0.5994
realco__,2019-10-11 23:25:54,,"RT @charomerlos: #SantiagoAbascalEH
Vamos a ver, Pablo motos,  la eutanasia no es aliviar las últimas horas o días de agonía , eso ya exist…",  charomerlos   santiagoabascaleh let   s see  pablo motorcycles  euthanasia is not relieving the last hours or days of agony  that already exists    ,positive,-0.6007
florecitazul11,2019-10-11 23:25:50,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",  vox en    santi abascal in  el hormiguero   quot we are the only ones who would not allow women rapists out of jail    ,negative,0.4168
apcabosmurcia,2019-10-11 23:25:27,,"RT @apcabos: Coches obsoletos con muchos kilómetros, faltan chalecos, cuarteles en ruinas, modelo policial obsoleto, ordenadores a pedales,…",  apcabos  obsolete cars with many kilometers  missing vests  barracks in ruins  obsolete police model  pedal computers     ,positive,-0.8176
ConchaDancausa,2019-10-11 23:25:26,"Madrid, España","RT @amandaschez: Resumen de la entrevista de Pablo Motos:

- ¿Eres facha?
- ¿Te dan asco los homosexuales?
- ¿Vas a echar a todos los inmig…",  amandaschez  summary of pablo motos interview    are you a facha    do homosexuals disgust you    are you going to throw all the immigrants    ,positive,-0.5994
thomas240399,2019-10-11 23:25:10,,"RT @CasoAislado_Es: A ver si se enteran los progres. Pablo Motos no lo ha podido explicar mejor. #SantiagoAbascalEH. ""No sería democrático…",  casoaislado es  let   s see if the progress is known  pablo motos could not explain it better   santiagoabascaleh   quot it would not be democratic    ,positive,0.1012
rleonyas,2019-10-11 23:24:34,Venezuela,"RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…",  casoaislado es  strong words of santiago abascal  president of  vox es  during his speech at el hormiguero    santiagoab    ,positive,0.5106
garga999,2019-10-11 23:23:40,,RT @Brand_Moody: 24.000.000 más de € para crear 120 plazas de MENAS solo en la comunidad de Madrid + gastos médicos pagas y manutención. Qu…,  brand moody      to create  menas places in the community of madrid alone   paid medical expenses and maintenance  wh    ,positive,-0.34
YenLoWang6,2019-10-11 23:23:29,,RT @protestona1: Cuando Santi Abascal dice que está contra el aborto y que lo quitaría de la sanidad pública lo que realmente quiere decir…,     when santi abascal says that he is against abortion and that he would remove it from public health what he really means,positive,0.0
LuFdzzz,2019-10-11 23:23:17,The Mothership,"RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…",  casoaislado es  strong words of santiago abascal  president of  vox es  during his speech at el hormiguero    santiagoab    ,positive,0.5106
frasky27,2019-10-11 23:22:48,Valencia,"RT @furiabelga: Acaba de decir Abascal que si tuviese poder ordenaría al ministerio del interior detener a Torra. 

Un político diciendo qu…",  furiabelga  abascal just said that if he had the power he would order the interior ministry to stop torra  a politician saying what    ,positive,-0.296
MartinAguirreCM,2019-10-11 23:22:41,"Madrid, España",RT @voxnoticias_es: 📰 Fracaso estrepitoso del boicot a El Hormiguero: la 'entrevista' a @Santi_ABASCAL bate récord de audiencia con más de…,  voxnoticias es  estre the hormiguero boycott   s resounding failure  the    interview    to  santi abascal breaks audience record with more than,positive,-0.6808
brigardmartinez,2019-10-11 23:22:38,"Bogotá, D.C., Colombia","RT @vox_es: 🗣️ @Santi_ABASCAL ""Ayer conseguimos un récord de audiencia porque millones de españoles quieren oír la verdad y la autenticidad…",  vox en    santi abascal  quot yesterday we achieved an audience record because millions of spaniards want to hear the truth and authenticity    ,positive,0.3818
jaumeors,2019-10-11 23:22:27,"Barcelona, España","RT @SingapurVox: Brillante entrevista de Santiago Abascal ayer en el Hormiguero,pese a la beligerancia tendenciosa de un Pablo Motos poco a…",   singapore singapore  brilliant interview by santiago abascal yesterday at the hormiguero  despite the biased belligerence of a pablo motos shortly    ,positive,0.6822
rquerolbello,2019-10-11 23:21:52,Barcelona&El Bierzo,"RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
Javi__ESP,2019-10-11 23:21:42,Valdemoro,"RT @ExtremoDerecho7: Pablo Motos, sin quererlo, le está haciendo a Abascal la mejor campaña posible haciéndole la entrevista más dura que h…",     pablo motos  unwittingly  is making abascal the best possible campaign making him the toughest interview he has    ,positive,0.5994
Rosalbacn,2019-10-11 23:21:28,Venezuela,"RT @ManhattanManOne: No he podido ver el programa, pero este corte de @Santi_ABASCAL “Yo donaría  primero para el Amazonas, porque la obra…",  manhattanmanone  i could not see the program  but this cut from  santi abascal i would donate first to the amazon  because the work,positive,-0.2529
Jafermu18gmail1,2019-10-11 23:21:25,ESPAÑA,"RT @AgustinRosety: A nadie le han hecho una entrevista en el hormiguero como la que le han hecho hoy a @Santi_ABASCAL 

Y ha salido más que…",  agustinrosety  nobody has had an interview in the anthill like they did today to  santi abascal and it has come out more than    ,positive,0.3612
misthyca_7,2019-10-11 23:21:05,,"RT @SrMalafolla: Pablo Motos le pregunta a Abascal si su escolta lleva armas... No, son de la guardia suiza, llevan una lanza. #santiagoaba…",   mrmalafolla  pablo motos asks abascal if his escort carries weapons     no  they are from the swiss guard  they carry a spear    santiagoaba    ,positive,-0.6249
garga999,2019-10-11 23:21:04,,RT @voxnoticias_es: 📰 Fracaso estrepitoso del boicot a El Hormiguero: la 'entrevista' a @Santi_ABASCAL bate récord de audiencia con más de…,  voxnoticias es  estre the hormiguero boycott   s resounding failure  the    interview    to  santi abascal breaks audience record with more than,positive,-0.6808
StF_CG,2019-10-11 23:20:59,,"RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
DakotaCabanas,2019-10-11 23:20:56,,"RT @isaacj: Para mí la frase de la noche ha sido:

""No he venido a convencerte sino a representar a los que piensan como yo""

#SantiagoAbas…",  isaacj  for me the phrase of the night was   quot i have not come to convince you but to represent those who think like me quot    santiagoabas    ,positive,0.4367
LauraMorRodrig1,2019-10-11 23:20:51,"Jerez de la Frontera, España","RT @AgustinRosety: Hoy @Santi_ABASCAL ha estado extraordinario.

La izquierda nos quiere quitar la libertad de expresión.

Nunca nos veréis…",  agustinrosety  today  santi abascal has been extraordinary  the left wants to take away our freedom of expression  you will never see us    ,positive,0.6369
FasiJavier,2019-10-11 23:20:41,Valensia bb,"RT @SrMalafolla: Pablo Motos le pregunta a Abascal si su escolta lleva armas... No, son de la guardia suiza, llevan una lanza. #santiagoaba…",   mrmalafolla  pablo motos asks abascal if his escort carries weapons     no  they are from the swiss guard  they carry a spear    santiagoaba    ,positive,-0.6249
GHerreracce,2019-10-11 23:20:39,,"RT @JuanfraEscudero: 🗣Te gustará o no @Santi_ABASCAL pero al menos sabes que NO te está engañando.

Que gusto da cuando un político dice la…",  juanfraescudero  you will like it or not  santi abascal but at least you know that you are not cheating  what a pleasure it is when a politician says the,negative,0.1628
antoniacorgal,2019-10-11 23:20:33,"San Fernando, España","RT @amandaschez: Resumen de la entrevista de Pablo Motos:

- ¿Eres facha?
- ¿Te dan asco los homosexuales?
- ¿Vas a echar a todos los inmig…",  amandaschez  summary of pablo motos interview    are you a facha    do homosexuals disgust you    are you going to throw all the immigrants    ,positive,-0.5994
akuos02,2019-10-11 23:20:33,,"RT @El_Hormiguero: Hoy en El Hormiguero, @Santi_ABASCAL
#SantiagoAbascalEH https://t.co/amrf96PB1g",  el hormiguero  today in el hormiguero   santi abascal  santiagoabascaleh    t co ,positive,0.0
garga999,2019-10-11 23:20:31,,"RT @GandalfGris_: Qué relajadito Pablo Motos con Santiago Abascal, igualito que con Pablenin, ¿eh? #SantiagoAbascalEH https://t.co/ucZpQbHl…",  gandalfgris   how relaxed pablo motos with santiago abascal  just like with pablenin  huh   santiagoabascaleh    t co uczpqbhl,positive,0.6908
naomisuperasens,2019-10-11 23:20:28,En mi nube ,"RT @AnabelAlonso_of: ""Si hay un niño que nadie quiere y lo quiere adoptar una pareja gay, pues bueno, pero siempre es preferible  un hombre…",  anabelalonso of   quot if there is a child that nobody wants and wants to adopt a gay couple  well  but a man is always preferable    ,positive,0.2263
LauraMorRodrig1,2019-10-11 23:20:22,"Jerez de la Frontera, España",RT @AgustinRosety: Hoy Pablo Motos en @Elhormiguero_A3 ha querido hacerse perdonar el “crimen” de entrevistar a @Santi_ABASCAL haciéndole u…,  agustinrosety  today pablo motos in   elhormiguero  wanted to forgive the crime of interviewing  santi abascal by making him a,positive,-0.34
Glorfindel_III,2019-10-11 23:19:46,Rivendel,"RT @charomerlos: #SantiagoAbascalEH
Vamos a ver, Pablo motos,  la eutanasia no es aliviar las últimas horas o días de agonía , eso ya exist…",  charomerlos   santiagoabascaleh let   s see  pablo motorcycles  euthanasia is not relieving the last hours or days of agony  that already exists    ,positive,-0.6007
juliogonzalezgz,2019-10-11 23:19:46,Galicia,"RT @AnabelAlonso_of: ""Si hay un niño que nadie quiere y lo quiere adoptar una pareja gay, pues bueno, pero siempre es preferible  un hombre…",  anabelalonso of   quot if there is a child that nobody wants and wants to adopt a gay couple  well  but a man is always preferable    ,positive,0.2263
MLobelle,2019-10-11 23:19:44,Arucas (Las Palmas),"RT @amandaschez: Resumen de la entrevista de Pablo Motos:

- ¿Eres facha?
- ¿Te dan asco los homosexuales?
- ¿Vas a echar a todos los inmig…",  amandaschez  summary of pablo motos interview    are you a facha    do homosexuals disgust you    are you going to throw all the immigrants    ,positive,-0.5994
emme_moreno,2019-10-11 23:19:18,Málaga - España,"RT @amandaschez: Resumen de la entrevista de Pablo Motos:

- ¿Eres facha?
- ¿Te dan asco los homosexuales?
- ¿Vas a echar a todos los inmig…",  amandaschez  summary of pablo motos interview    are you a facha    do homosexuals disgust you    are you going to throw all the immigrants    ,positive,-0.5994
dggcnsb,2019-10-11 23:19:15,,"RT @AnabelAlonso_of: ""Si hay un niño que nadie quiere y lo quiere adoptar una pareja gay, pues bueno, pero siempre es preferible  un hombre…",  anabelalonso of   quot if there is a child that nobody wants and wants to adopt a gay couple  well  but a man is always preferable    ,positive,0.2263
marioramizga,2019-10-11 23:19:11,Casa Común de Ravenclaw,"RT @luciacuervas: Abascal: ""Yo también represento al colectivo homosexual, no se por que se nos acusa de homófobos""  #SantiagoAbascalEH htt…",  luciacuervas  abascal   quot i also represent the homosexual collective  i don   t know why we are accused of homophobes quot   santiagoabascaleh htt,positive,-0.296
ninaduende,2019-10-11 23:18:59,"Granada, España","RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
rubeeen19_,2019-10-11 23:18:50,"Comunidad de Madrid, España","RT @LasPakis: Abascal: No soy facha 
#SantiagoAbascalEH https://t.co/BbDyTT9PA5",  laspakis  abascal  i   m not a facade  santiagoabascaleh    t co ,positive,0.0
dggcnsb,2019-10-11 23:18:40,,"RT @luciacuervas: Abascal: ""Yo también represento al colectivo homosexual, no se por que se nos acusa de homófobos""  #SantiagoAbascalEH htt…",  luciacuervas  abascal   quot i also represent the homosexual collective  i don   t know why we are accused of homophobes quot   santiagoabascaleh htt,positive,-0.296
itsdariorr,2019-10-11 23:18:38,"London, UK","RT @AnabelAlonso_of: ""Si hay un niño que nadie quiere y lo quiere adoptar una pareja gay, pues bueno, pero siempre es preferible  un hombre…",  anabelalonso of   quot if there is a child that nobody wants and wants to adopt a gay couple  well  but a man is always preferable    ,positive,0.2263
vlcatalina,2019-10-11 23:18:35,,"RT @cid_lauri: #PabloMotos, te dejo el vídeo al que aludió ayer @Santi_ABASCAL en #SantiagoAbascalEH, en relación con la reconciliación, ¡e…",  cid lauri   pablomotos  i leave the video referred to yesterday  santi abascal in  santiagoabascaleh  in relation to reconciliation  e,positive,-0.0516
rleonyas,2019-10-11 23:18:17,Venezuela,RT @Igarrigavaz: Vaya si resulta que después de la entrevista a @Santi_ABASCAL millones de españoles han descubierto que los de VOX ni son…,  igarrigavaz  what if it turns out that after the interview with  santi abascal millions of spaniards have discovered that those of vox are not even,positive,0.0
ninaduende,2019-10-11 23:17:33,"Granada, España","RT @Ernesto_smria: Como un hueso de serio y distante. Pablito, podrías disimular un poco tu rojerío. #SantiagoAbascalEH https://t.co/KaBQqR…",  ernesto smria  like a bone of serious and distant  pablito  you could hide a little bit your rojero   santiagoabascaleh    t co kabqqr,negative,0.128
efernandezo2010,2019-10-11 23:17:32,Barcelona,RT @protestona1: Cuando Santi Abascal dice que está contra el aborto y que lo quitaría de la sanidad pública lo que realmente quiere decir…,     when santi abascal says that he is against abortion and that he would remove it from public health what he really means,positive,0.0
rleonyas,2019-10-11 23:17:25,Venezuela,"RT @CasoAislado_Es: A ver si se enteran los progres. Pablo Motos no lo ha podido explicar mejor. #SantiagoAbascalEH. ""No sería democrático…",  casoaislado es  let   s see if the progress is known  pablo motos could not explain it better   santiagoabascaleh   quot it would not be democratic    ,positive,0.1012
alexroig21,2019-10-11 23:17:19,valencia,"RT @GandalfGris_: Qué relajadito Pablo Motos con Santiago Abascal, igualito que con Pablenin, ¿eh? #SantiagoAbascalEH https://t.co/ucZpQbHl…",  gandalfgris   how relaxed pablo motos with santiago abascal  just like with pablenin  huh   santiagoabascaleh    t co uczpqbhl,positive,0.6908
Rebeca89194142,2019-10-11 23:17:18,,"RT @AnabelAlonso_of: ""Si hay un niño que nadie quiere y lo quiere adoptar una pareja gay, pues bueno, pero siempre es preferible  un hombre…",  anabelalonso of   quot if there is a child that nobody wants and wants to adopt a gay couple  well  but a man is always preferable    ,positive,0.2263
monkey_boro,2019-10-11 23:17:12,"Alicante, España","RT @Jorgebuxade: @Santi_ABASCAL: 

“Entre Notre Dame y el Amazonas defendería antes el Amazonas porque creo más en la obra de Dios que en l…",   jorgebuxade   santi abascal  between notre dame and the amazon  i would defend the amazon before because i believe more in the work of god than in l,positive,0.5423
bluesoft_peter,2019-10-11 23:17:12,"Santiago, Chile","RT @vox_es: 🗣️ @Santi_ABASCAL ""Ayer conseguimos un récord de audiencia porque millones de españoles quieren oír la verdad y la autenticidad…",  vox en    santi abascal  quot yesterday we achieved an audience record because millions of spaniards want to hear the truth and authenticity    ,positive,0.3818
MMayers11,2019-10-11 23:16:58,"Las Palmas de Gran Canaria, Es","RT @vox_es: 🗣️ @Santi_ABASCAL ""Ayer conseguimos un récord de audiencia porque millones de españoles quieren oír la verdad y la autenticidad…",  vox en    santi abascal  quot yesterday we achieved an audience record because millions of spaniards want to hear the truth and authenticity    ,positive,0.3818
Gulag2016,2019-10-11 23:16:57,España,RT @VOXCastelldefe2: Nos sentimos muy orgullosos de nuestro Presidente! Nos ha llegado esto y es que los españoles tenemos mucho arte y muc…,     we are very proud of our president  this has come to us and we spaniards have a lot of art and muc    ,positive,0.5256
Milacasito14,2019-10-11 23:16:41,Central Perk,"RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
Rafa_jimenez92,2019-10-11 23:16:23,España,"RT @CasoAislado_Es: A ver si se enteran los progres. Pablo Motos no lo ha podido explicar mejor. #SantiagoAbascalEH. ""No sería democrático…",  casoaislado es  let   s see if the progress is known  pablo motos could not explain it better   santiagoabascaleh   quot it would not be democratic    ,positive,0.1012
Garliconfire,2019-10-11 23:16:06,,"RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
aruigar97,2019-10-11 23:15:24,SEVILLA - SÁNCHEZ PIZJUÁN.,"RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
Orballo10,2019-10-11 23:15:08,,"RT @SingapurVox: Brillante entrevista de Santiago Abascal ayer en el Hormiguero,pese a la beligerancia tendenciosa de un Pablo Motos poco a…",   singapore singapore  brilliant interview by santiago abascal yesterday at the hormiguero  despite the biased belligerence of a pablo motos shortly    ,positive,0.6822
Sylebram64,2019-10-11 23:15:04,"Toledo, España","RT @antena3com: Santiago Abascal (@Santi_ABASCAL) en @el_hormiguero sobre la violencia de género: ""Esta Ley busca la guerra de sexos y la c…",     santiago abascal   santi abascal  in  el hormiguero on gender violence   quot this law seeks the war of the sexes and the,positive,-0.8402
Sakeo15,2019-10-11 23:15:03,Bar de abajo.,"RT @AnabelAlonso_of: ""Si hay un niño que nadie quiere y lo quiere adoptar una pareja gay, pues bueno, pero siempre es preferible  un hombre…",  anabelalonso of   quot if there is a child that nobody wants and wants to adopt a gay couple  well  but a man is always preferable    ,positive,0.2263
oliver_mejias,2019-10-11 23:14:58,malaga,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Nosotros defendemos la ley de legítima defensa. Que una persona pueda defender su propie…",  vox en    santi abascal in  el hormiguero   quot we defend the law of self defense  that a person can defend their property    ,positive,0.128
aleman8285,2019-10-11 23:14:54,,"RT @cyrano_1619: Santiago Abascal, 
ese ultra católico divorciado, 
ese ultra liberal que nunca ha trabajado y solo sabe vivir de lo públic…",   cyrano   santiago abascal  that ultra divorced catholic  that ultra liberal who has never worked and only knows how to live on the public    ,positive,0.0
faazmani,2019-10-11 23:14:50,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Somos los únicos que no permitiríamos que salgan los violadores de mujeres de las cárcel…",  vox en    santi abascal in  el hormiguero   quot we are the only ones who would not allow women rapists out of jail    ,negative,0.4168
dggcnsb,2019-10-11 23:14:21,,RT @FcoCP96: Te das cuenta de que en España no existe la verdadera libertad de expresión cuando el presentador de una cadena privada tiene…,     you realize that in spain there is no real freedom of expression when the presenter of a private network has,negative,0.4588
raquelmorenobar,2019-10-11 23:14:11,,"RT @elentirvigo: Pablo Motos es el perfecto progre: llama ""derecho"" a liquidar a los hijos por nacer (los llama ""cigotos"", sic) y dice que…",  elentirvigo  pablo motos is the perfect progre  he calls  quot right quot  to liquidate the unborn children  he calls them  quot zygotes quot   sic  and says that    ,positive,0.5719
raquelmorenobar,2019-10-11 23:14:07,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""¿Cómo me va a molestar a mí que dos gays se besen por la calle? De ninguna manera"".

 📢…",  vox en    santi abascal in  el hormiguero   quot how will it bother me that two gay men kiss in the street  no way  quot      ,positive,-0.2023
anigarcia5,2019-10-11 23:13:49,;-),"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
olgamarcos,2019-10-11 23:13:43,St. Esteve de les Roures,RT @protestona1: Cuando Santi Abascal dice que está contra el aborto y que lo quitaría de la sanidad pública lo que realmente quiere decir…,     when santi abascal says that he is against abortion and that he would remove it from public health what he really means,positive,0.0
Vicente_G_Palop,2019-10-11 23:13:35,,"RT @vox_es: 🗣️ @Santi_ABASCAL ""Ayer conseguimos un récord de audiencia porque millones de españoles quieren oír la verdad y la autenticidad…",  vox en    santi abascal  quot yesterday we achieved an audience record because millions of spaniards want to hear the truth and authenticity    ,positive,0.3818
cat_geno,2019-10-11 23:13:32,"Barcelona, Espanya","RT @diostuitero: Gracias a la entrevista a #SantiagoAbascalEH hemos descubierto que su currículum laboral se reduce a ""una empresa que tuve…",  diostuitero  thanks to the interview with  santiagoabascaleh we have discovered that your work resume is reduced to  quot a company i had    ,positive,0.4404
EvaMara79493013,2019-10-11 23:13:28,"Salamanca, España",RT @JuanfraEscudero: 🗣Dice Abascal en El Hormiguero que defendería la frontera de Melilla con muros más grandes si es necesario y mandaría…,  juanfraescudero  ab abascal says in el hormiguero that he would defend the border of melilla with larger walls if necessary and send,positive,0.0
anigarcia5,2019-10-11 23:13:25,;-),"RT @eledhmel: .@Santi_ABASCAL: ""Nosotros defendemos a las mujeres porque queremos que los violadores estén en la cárcel y no queremos que o…",  eledhmel     santi abascal   quot we defend women because we want rapists to be in jail and we don   t want them to    ,negative,-0.5719
smalml,2019-10-11 23:13:25,,"RT @ElMundoTele: El programa #santiagoabascalEH, el tercero más visto en la historia de 'El Hormiguero' https://t.co/ti2NzkysBC",  elmundotele  the  santiagoabascaleh program  the third most watched in the history of    el hormiguero       t co ,positive,0.0
Jalpe360,2019-10-11 23:13:23,,"RT @CasoAislado_Es: Contundentes palabras de Santiago Abascal, presidente de @vox_es, durante su intervención en El Hormiguero. #SantiagoAb…",  casoaislado es  strong words of santiago abascal  president of  vox es  during his speech at el hormiguero    santiagoab    ,positive,0.5106
asejurid,2019-10-11 23:13:17,,"RT @vox_es: 📺 @Santi_ABASCAL en @El_Hormiguero 🐜

""Ordenaría la detención de Torra, la suspensión de la autonomía de Cataluña, cerrar TV3 y…",  vox en    santi abascal in  el hormiguero   quot i would order the arrest of torra  the suspension of the autonomy of catalonia  close  and    ,negative,-0.34
Sylebram64,2019-10-11 23:13:00,"Toledo, España",RT @AmargaProgres: ¿Alguien puede explicarme como puede ser posible que la gente de #BoicotElHormiguero que supuestamente boicotearon la en…,  amargaprogres  can anyone explain to me how it can be possible that the people of  boicotelhormiguero who allegedly boycotted the in    ,negative,-0.4019
FabiM444,2019-10-11 23:12:53,"Málaga, España","RT @Jorgebuxade: @Santi_ABASCAL: 

“Entre Notre Dame y el Amazonas defendería antes el Amazonas porque creo más en la obra de Dios que en l…",   jorgebuxade   santi abascal  between notre dame and the amazon  i would defend the amazon before because i believe more in the work of god than in l,positive,0.5423
Lavozignorante,2019-10-11 23:12:46,,"Los mismos que luchan por la ""libertad"" crean boicot para que otros no puedan expresar su posición. Puedes tener un… https://t.co/RPf602vSSX",those who fight for  quot freedom quot  create a boycott so that others cannot express their position  you can have a    t co ,positive,0.34
