user,fecha,location,tweet,columna_traducida,TextBlob,compound
Espanyitan,2019-10-15 22:56:56,"Españistán, que no es poco","Lamejeques! 

#tsunamidemocractic #ErrejonEH #pacogonzalez https://t.co/n8JXl8jZS0",lamejeques   tsunamidemocractic  errejoneh  pacogonzalez    t co ,positive,0.0
gonzalomezquita,2019-10-15 22:56:54,Bilbao España Europa,RT @MasPais_Es: 🎥 Manuela Carmena marca el camino a seguir. En Madrid se redujo la deuda un 50% y se se aumentó la inversión en servicios s…,  maspais es  uela manuela carmena marks the way forward  in madrid  the debt was reduced by   and the investment in services was increased,positive,-0.1027
0ct100,2019-10-15 22:56:48,Reino de España,"RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…",  vargasotero    errejneh pablo  ask him why he charged from the university and did not go and did not appear there  just as you asked    ,positive,-0.2023
AnaMari47433553,2019-10-15 22:56:47,"Sevilla, España","RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
0ct100,2019-10-15 22:56:45,Reino de España,RT @Javi_alm: Hoy parece que a Pablo Motos no le toca justificar el llevar al programa a un comunista lleno de odio como tantos otros. #Err…,  javi alm  today it seems that pablo motos does not have to justify bringing a hateful communist to the program like so many others    err    ,positive,-0.1779
ELPAYASOJUSTIC5,2019-10-15 22:56:37,,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
Jimbo93493928,2019-10-15 22:56:36,,"RT @PaulMacca14: #ErrejonEH ""Yo cuando digo Más País digo Más España"" . Claro que sí, Iñigo....El problema es que vas a apoyar a los que co…",      errejoneh  quot when i say more country i say more spain quot   of course  iigo      the problem is that you are going to support those who co    ,positive,0.0
AnaMari47433553,2019-10-15 22:56:34,"Sevilla, España",RT @Javi_alm: Hoy parece que a Pablo Motos no le toca justificar el llevar al programa a un comunista lleno de odio como tantos otros. #Err…,  javi alm  today it seems that pablo motos does not have to justify bringing a hateful communist to the program like so many others    err    ,positive,-0.1779
0ct100,2019-10-15 22:56:32,Reino de España,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
Canonizado75,2019-10-15 22:56:29,Un lugar llamado mundo,"RT @94_Roo: “Hay que pedirle a las derechas españolas que dejen de pensar que España que es solo suya.” Iñigo Errejón #ErrejonEH 

Bravo 👏🏽…",    roo  you have to ask the spanish rights to stop thinking that spain is only yours  iigo errejn  errejoneh bravo ,positive,-0.296
pecass78,2019-10-15 22:56:27,Valencia(Spain),"RT @lechuzeta: #ErrejonEH
Cómo se atreve a proponer nada sobre trabajo si no lo ha hecho en su vida!?
Ud. No ha producido nunca nada, ningu…",  lechuzeta   errejoneh how dare you propose anything about work if you haven   t done it in your life    you have never produced anything  none    ,positive,0.0
Canonizado75,2019-10-15 22:56:27,Un lugar llamado mundo,RT @JoseArroyoRios: Votar a Más País es garantizar el diálogo para conseguir un Gobierno progresista 💚 #ErrejónEH https://t.co/htJJvsTFbL,  josearroyorios  voting for more country is to guarantee dialogue to achieve a progressive government    errejneh    t co htjjvstfbl,positive,0.25
0ct100,2019-10-15 22:56:24,Reino de España,"RT @SergiLom03: Pablo Motos no le ha preguntado a su ""excelentísimo invitado"" por esto en #ErrejonEH, y ni os molestéis en que se lo pregun…",     pablo motos has not asked his  quot excellent guest quot  about this in  errejoneh  and do not bother to ask him    ,positive,0.6943
Canonizado75,2019-10-15 22:56:23,Un lugar llamado mundo,"RT @Carlos29_SA: La derecha siempre ataca asustando, mediante invenciones catastróficas, para que finalmente el voto vaya a quienes están e…",    sa  the right always attacks frightening  through catastrophic inventions  so that the vote will finally go to those who are    ,negative,-0.8519
Kamchatka_H,2019-10-15 22:56:23,España,RT @MrJoseRosales: Me ha encantado la visión de @ierrejon  sobre el reto histórico que afronta España: no podemos volver a llegar tarde a e…,  mrjoserosales  i loved the vision of  ierrejon about the historical challenge facing spain  we can   t be late for ae,positive,0.7351
aurorab933,2019-10-15 22:56:21,,"RT @Nomaguanto: ¿Habéis visto a Motos preguntar a Errejón si es chavista nada más empezar la entrevista?
Yo tampoco.
#ErrejonEH",  nomaguanto  have you seen motos ask errejn if it   s chavista right after the interview  me neither   errejoneh,positive,0.0
Canonizado75,2019-10-15 22:56:19,Un lugar llamado mundo,"RT @heavyindignado: - ""Trabajando como chinos, lo digo con todo el respeto""
- ""Invertir en educación lo que Rumanía, lo digo con todo el re…",  heavyindignado     quot working as chinese  i say it with all due respect quot     quot invest in education what romania  i say with all the re    ,negative,0.4767
Canonizado75,2019-10-15 22:56:15,Un lugar llamado mundo,"RT @mlfernanmar: Hemos venido a la política a cuidar del país, no de las siglas #ErrejonEH",  mlfernanmar  we have come to politics to take care of the country  not the acronym  errejoneh,positive,0.4939
Canonizado75,2019-10-15 22:56:14,Un lugar llamado mundo,"RT @JoseArroyoRios: ""Si una persona es lo suficientemente adulta para firmar un contrato de trabajo, lo es también para tomar decisiones po…",  josearroyorios   quot if a person is adult enough to sign an employment contract  it is also to make decisions for,positive,0.0
teresaga_,2019-10-15 22:56:13,Sevilla,"Hay muchas más, empezando por el talante. Tres principales diferencias con UP #ErrejonEH @MasPais_Es https://t.co/QOuTh5QeZj",there are many more  starting with the mood  three main differences with up  errejoneh  maspais es    t co ,positive,0.0
Canonizado75,2019-10-15 22:56:12,Un lugar llamado mundo,"RT @yedzenia: Venezuela está en una situación que yo no desearía para mi país, dice @ierrejon. Claro, para tu país no, pero bien que sigues…",  yedzenia  venezuela is in a situation that i would not want for my country  says  ierrejon  of course  not for your country  but good that you continue    ,positive,0.5774
Canonizado75,2019-10-15 22:56:08,Un lugar llamado mundo,RT @mjlunareche: Escucho a  @ierrejon de @MasPais_Es en @El_Hormiguero explicando un programa creado por y para la gente con esa templanza…,  mjlunareche  i listen to  ierrejon of  maspais es in  el hormiguero explaining a program created by and for people with that temperance,positive,0.25
Canonizado75,2019-10-15 22:56:07,Un lugar llamado mundo,"RT @Kamchatka_H: La gente se pregunta por qué tiene volver a votar, cuando ya lo hizo.
Eso se traduce en cansancio.   

Y eso, hay que conv…",  kamchatka h  people wonder why they have to vote again  when they already did  that translates into tiredness  and that  you have to conv    ,positive,0.0
Canonizado75,2019-10-15 22:56:04,Un lugar llamado mundo,"RT @sebasgutip: Es importante la  disputa patriótica de la idea de España ysus símbolos, no solo por la patrimonialización hecha por parte…",  sebasgutip  the patriotic dispute of the idea of spain and its symbols is important  not only because of the patrimonialization made by part,positive,-0.2263
Canonizado75,2019-10-15 22:56:00,Un lugar llamado mundo,RT @MrJoseRosales: Me ha encantado la visión de @ierrejon  sobre el reto histórico que afronta España: no podemos volver a llegar tarde a e…,  mrjoserosales  i loved the vision of  ierrejon about the historical challenge facing spain  we can   t be late for ae,positive,0.7351
pecass78,2019-10-15 22:55:58,Valencia(Spain),"RT @lechuzeta: #ErrejonEH
Qué ha producido Ud? Patatas? Metales? Muebles? Maquinaria? Insumos agropecuarios? Fertilizantes? Ha ordeñado? Ha…",  lechuzeta   errejoneh what have you produced  potatoes  metals  furniture  machinery  agricultural inputs  fertilizers  have you milked  he has,positive,0.0
Canonizado75,2019-10-15 22:55:56,Un lugar llamado mundo,RT @DaniPodroz: Muy bien Errejón en el hormiguero. España necesita más que nunca propuestas en positivo y gente que sepa entender a quien p…,  danipodroz  very well errejn in the anthill  spain needs more than ever positive proposals and people who can understand who p    ,positive,0.7397
Canonizado75,2019-10-15 22:55:52,Un lugar llamado mundo,"RT @Kamchatka_H: No estamos hablando de barra libre. 

En muchos países la legalización, ""regularización y control"" del cannabis, se han tr…",  kamchatka h  we are not talking about open bar  in many countries the legalization   quot regularization and control quot  of cannabis  have been tr    ,positive,0.0
Canonizado75,2019-10-15 22:55:49,Un lugar llamado mundo,RT @LinaZC: Un hombre que prioriza su país y quiere que le vaya bien a los/as españoles/as antes que a su partido y teniendo que acordar co…,  linazc  a man who prioritizes his country and wants the spaniards to do well before his party and having to agree with,positive,0.743
Canonizado75,2019-10-15 22:55:37,Un lugar llamado mundo,"RT @ange_eco: Gran programa para crear ilusión. Justo lo que necesita el país. Calma, acuerdo y acción urgente por el Bien Común.
#ErrejonE…",  ange eco  great program to create illusion  just what the country needs  calm  agreement and urgent action for the common good    errejone    ,positive,0.9371
AnaMari47433553,2019-10-15 22:55:36,"Sevilla, España","RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…",  vargasotero    errejneh pablo  ask him why he charged from the university and did not go and did not appear there  just as you asked    ,positive,-0.2023
Lobo_de_Eione,2019-10-15 22:55:35,"León, España","RT @SergiLom03: Pablo Motos no le ha preguntado a su ""excelentísimo invitado"" por esto en #ErrejonEH, y ni os molestéis en que se lo pregun…",     pablo motos has not asked his  quot excellent guest quot  about this in  errejoneh  and do not bother to ask him    ,positive,0.6943
Canonizado75,2019-10-15 22:55:31,Un lugar llamado mundo,RT @kevin_begar: La gente lo dice en las calles. Ya no hay que convencer a nadie (o a muy pocos) que el cambio climático es una realidad. N…,  kevin begar  people say it in the streets  we must no longer convince anyone  or very few  that climate change is a reality  n    ,negative,-0.0516
Kamchatka_H,2019-10-15 22:55:25,España,"RT @rrafaroman: @Kamchatka_H @MasPais_Es #ErrejonEH 

Ha  estado, claro, sincero, y muy solvente
Es el presidente que necesita el País",  rrafaroman   kamchatka h  maspais es  errejoneh he has been  of course  sincere  and very solvent he is the president who needs the country,positive,0.4019
RadiamosCollado,2019-10-15 22:55:14,https://www.ivoox.com/escuchar,"RT @MasHortaleza: Los jueces han hecho su trabajo.
Los políticos no.
En Catalunya, por encima de la voluntad de castigo, está la voluntad d…",  mashortaleza  the judges have done their job  the politicians do not  in catalonia  above the will of punishment  there is the will to,positive,-0.4939
pecass78,2019-10-15 22:55:08,Valencia(Spain),"RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…",  vargasotero    errejneh pablo  ask him why he charged from the university and did not go and did not appear there  just as you asked    ,positive,-0.2023
susanamenorca,2019-10-15 22:55:05,Ciutadella de Menorca ,"RT @MasPais_Es: ""Las pensiones como mínimo todos los años tienen que subir lo que suban los precios: y esto debe estar reflejado en la Cons…",  maspais es   quot pensions at least every year have to go up as prices rise  and this should be reflected in the cons,negative,0.0
Canonizado75,2019-10-15 22:54:51,Un lugar llamado mundo,"RT @MasPais_Es: 🌍 ""No lleguemos tarde a afrontar el cambio climático. La transición ecológica puede crear mucho empleo verde en nuestro paí…",  maspais es    quot let   s not be late to face climate change  the ecological transition can create a lot of green jobs in our country    ,negative,0.2732
Canonizado75,2019-10-15 22:54:47,Un lugar llamado mundo,RT @pensador_esp: ¿Alguien más está percibiendo la diferencia de actitudes en @El_Hormiguero del señor entrevistador con @ierrejon respecto…,  pensador esp  is anyone else perceiving the difference in attitudes in  el hormiguero of the interviewer with  ierrejon respect    ,positive,0.4767
Ernest13280378,2019-10-15 22:54:46,,"#ErrejonEH errejon es mono, majo, y yo me compraria uno si los vendieran en el corte ingles para divagar las tardes… https://t.co/m58Wpt5X5F", errejoneh errejon is cute  nice  and i would buy one if they were sold in the english court to wander afternoons        t co ,positive,0.7003
Canonizado75,2019-10-15 22:54:41,Un lugar llamado mundo,"RT @pepinoilbreve: Y el niño repelente Errejon diciendo directamente que no sabe ni cuantos son en el partido, que ya si eso se contarán en…",  pepinoilbreve  and the errejon repellent child saying directly that he doesn   t know how many they are in the game  that if that will be counted in,negative,0.0
Canonizado75,2019-10-15 22:54:39,Un lugar llamado mundo,RT @SDiegomez: #ErrejonEH es la primera vez que veo a #PabloMotos darle tanta caña a un político. ¿cuál es la intención de  Pablo? ¿Dónde e…,  sdiegomez   errejoneh is the first time i see  pablomotos give so much to a politician  what is paul   s intention  where e    ,positive,0.0
Canonizado75,2019-10-15 22:54:32,Un lugar llamado mundo,"RT @MasPais_Es: 🎥 El 28A hicimos nuestro trabajo, fuimos a votar para que España tuviera un gobierno progresista. 

No podemos permitir que…",  maspais es   on  we did our job  we went to vote for spain to have a progressive government  we cannot allow    ,positive,-0.1695
Canonizado75,2019-10-15 22:54:29,Un lugar llamado mundo,"RT @MasPais_Es: ""Un país no es rico solo porque haya algunos ricos, sino por tener buenos servicios públicos, buenas infraestructuras, buen…",  maspais es   quot a country is not rich just because there are some rich  but for having good public services  good infrastructure  good    ,positive,0.8633
Canonizado75,2019-10-15 22:54:26,Un lugar llamado mundo,"RT @agvalledor1: Pues nada, que se acabó el hormiguero #ErrejonEH y se le olvidó a Motos preguntarle por su beca. Y termina diciendo que se…",     well  nothing  that the anthill  errejoneh is over and motos forgot to ask about his scholarship  and he ends up saying that he,positive,0.2732
Canonizado75,2019-10-15 22:54:24,Un lugar llamado mundo,"RT @Nomaguanto: ¿Habéis visto a Motos preguntar a Errejón si es chavista nada más empezar la entrevista?
Yo tampoco.
#ErrejonEH",  nomaguanto  have you seen motos ask errejn if it   s chavista right after the interview  me neither   errejoneh,positive,0.0
aurorab933,2019-10-15 22:54:24,,RT @LuisMD1799: ¿Soy el único que tiene la sensación de que ni el propio Errejón se cree lo que él mismo dice? #ErrejonEH,     am i the only one who has the feeling that not even errejn himself believes what he says   errejoneh,positive,0.128
Canonizado75,2019-10-15 22:54:21,Un lugar llamado mundo,"RT @MasPais_Es: ""Las pensiones como mínimo todos los años tienen que subir lo que suban los precios: y esto debe estar reflejado en la Cons…",  maspais es   quot pensions at least every year have to go up as prices rise  and this should be reflected in the cons,negative,0.0
Canonizado75,2019-10-15 22:54:19,Un lugar llamado mundo,"RT @paulastyping: “Uno primero es leal al país, y luego a las siglas”. 💙 @ierrejon #ErrejónEH https://t.co/4Gl5E5Z0Xf",  paulastyping   quot one is first loyal to the country  and then to the acronym  quot  ierre  ierrejon   errejneh    t co ,positive,0.4767
Canonizado75,2019-10-15 22:54:16,Un lugar llamado mundo,"RT @super_tupper: — ¿Nicolás Maduro te parece un dictador o no?
— No. Me parece que Venezuela es un desastre.
Debe de ser que está haciendo…",  super tupper    does nicols maduro seem like a dictator or not    no  it seems to me that venezuela is a disaster  it must be what he is doing    ,positive,0.4919
Canonizado75,2019-10-15 22:54:15,Un lugar llamado mundo,"RT @hugomabarca: Fabuloso @ierrejon en #ErrejonEH respondiendo a la enorme hostilidad con argumentos, amabilidad y propuesta.",  hugomabarca  fabulous  ierrejon in  errejoneh responding to the enormous hostility with arguments  kindness and proposal ,positive,0.0516
Canonizado75,2019-10-15 22:54:14,Un lugar llamado mundo,"RT @miguelenlared: ¿Me lo parece, o es la 1ª vez en esta campaña q se presenta un modelo económico de país integral y coherente, para debat…",  miguelenlared  do i think so  or is it the first time in this campaign that a comprehensive and coherent country economic model is presented  for debate,positive,0.25
Canonizado75,2019-10-15 22:54:11,Un lugar llamado mundo,"RT @MariaJamardoC: ""Fumé porros de chaval, como todo el mundo. Pero yo soy más de salado que de dulce"", Errejón dixit. Pues como todo el mu…",  mariajamardoc   quot i smoked kid   s porros  like everyone else  but i   m more salty than sweet  quot  errejn dixit  well  like all the mu    ,positive,0.901
Canonizado75,2019-10-15 22:54:10,Un lugar llamado mundo,"RT @El_Hormiguero: Las tres diferencias entre @MasPais_Es y @ahorapodemos según @ierrejon:
1️⃣ Votaremos a favor de un gobierno progresista…",  el hormiguero  the three differences between  maspais es and  ahorapodemos according to  ierrejon   we will vote in favor of a progressive government    ,positive,0.4019
nievesalvarezrr,2019-10-15 22:54:07,,"RT @Adolfo_ASEVED: Hay que ser muy miserable y despreciar mucho la democracia para afirmar después de todos los asesinatos, torturas, deten…",  adolfo aseved  you have to be very miserable and despise democracy a lot to affirm after all the murders  torture  arrest    ,negative,-0.9473
jmtraductor1,2019-10-15 22:53:58,Madrid. España,RT @MasPais_Es: 🎥 El estado del bienestar tiene que ser el colchón que asegure la protección social de los españoles y las españolas en las…,  maspais es   the welfare state has to be the mattress that ensures the social protection of spaniards and spaniards in the,positive,0.0
pecass78,2019-10-15 22:53:44,Valencia(Spain),RT @_esther_sanz: ¿Le han preguntado en #ErrejonEH cuántos trabajos en la empresa privada ha tenido?,   esther sanz  have you been asked in  errejoneh how many jobs in the private company have you had ,positive,0.0
carmenas2,2019-10-15 22:53:43,,RT @Javi_alm: Hoy parece que a Pablo Motos no le toca justificar el llevar al programa a un comunista lleno de odio como tantos otros. #Err…,  javi alm  today it seems that pablo motos does not have to justify bringing a hateful communist to the program like so many others    err    ,positive,-0.1779
Canonizado75,2019-10-15 22:53:42,Un lugar llamado mundo,"RT @javid_81_: Acabo de poner el Hormiguero, por error, y veo que está Errejón y están riéndose y la gente aplaudiendo 😯😯 Igualito que con…",   javid    i just put the anthill  by mistake  and i see that errejn is and they are laughing and people clapping  just like with,positive,0.5106
Canonizado75,2019-10-15 22:53:40,Un lugar llamado mundo,RT @JesusO83: Gracias #ErrejónEH por hablar de lo que ya se sabe y nadie hace nada. Hay países que trabajan menos de 40 horas y viven mucho…,     thank you   errejneh for talking about what is already known and nobody does anything  there are countries that work less than  hours and live a lot    ,negative,0.3612
Canonizado75,2019-10-15 22:53:39,Un lugar llamado mundo,"RT @julia020498: Pablo Motos, el programa de Vox no se te hace tan pesado de leer, ¿verdad? #ErrejonEH",     pablo motos  the vox program is not so heavy for you to read  right   errejoneh,positive,0.0
Canonizado75,2019-10-15 22:53:38,Un lugar llamado mundo,"RT @PaulMacca14: #ErrejonEH Errejón dice que no apoyaría a Sánchez para aplicar el 155....
Iñigo....Si Sánchez te dice , ""Iñigo, traeme un…",      errejoneh errejn says he wouldn   t support snchez to apply the       iigo      if snchez tells you   quot iigo  bring me a    ,positive,0.4019
resistespain,2019-10-15 22:53:38,,RT @_esther_sanz: ¿Le han preguntado en #ErrejonEH cuántos trabajos en la empresa privada ha tenido?,   esther sanz  have you been asked in  errejoneh how many jobs in the private company have you had ,positive,0.0
Canonizado75,2019-10-15 22:53:36,Un lugar llamado mundo,RT @noeliaalcaraz82: Estoy esperando la pregunta de que si fuma porros  #ErrejónEH https://t.co/glU9Y0HRqh,     i   m waiting for the question that if you smoke joints   errejneh    t co ,positive,0.0
Canonizado75,2019-10-15 22:53:33,Un lugar llamado mundo,"RT @HernandezArbizu: Ojalá tuviéramos más políticos como @ierrejon en nuestro país. Da gusto escucharle hablar. Siempre con respeto, humild…",  hernandezarbizu  i wish we had more politicians like  ierrejon in our country  nice to hear you talk  always with respect  humild    ,positive,0.8854
Canonizado75,2019-10-15 22:53:31,Un lugar llamado mundo,"RT @EmilioDelgadoOr: Si premiásemos lo bueno y castigásemos lo malo, en vez de hacerlo al revés, España iría mejor. Errejon hace pedagogía…",   emiliodelgadoor  if we reward the good and punish the bad  instead of doing it the other way around  spain would do better  errejon does pedagogy    ,positive,0.3818
lechuzeta,2019-10-15 22:53:28,Cantabria,"#ErrejonEH
Qué ha producido Ud? Patatas? Metales? Muebles? Maquinaria? Insumos agropecuarios? Fertilizantes? Ha ord… https://t.co/EI35AL5WNX", errejoneh what have you produced  potatoes  metals  furniture  machinery  agricultural inputs  fertilizers  ha ord    t co ,positive,0.34
Canonizado75,2019-10-15 22:53:27,Un lugar llamado mundo,"RT @Gistasalagon: #ErrejonEH No voy a decirle a Pablo Motos como hacer su programa, porque es suyo, pero estaría bien que hablase de todos…",  gistasalagon   errejoneh i am not going to tell pablo motos how to do his program  because it is his  but it would be nice to talk about everyone    ,positive,0.5719
Canonizado75,2019-10-15 22:53:26,Un lugar llamado mundo,"RT @PaulMacca14: #ErrejonEH ""Yo cuando digo Más País digo Más España"" . Claro que sí, Iñigo....El problema es que vas a apoyar a los que co…",      errejoneh  quot when i say more country i say more spain quot   of course  iigo      the problem is that you are going to support those who co    ,positive,0.0
XLFCG,2019-10-15 22:53:25,"Madrid, España","RT @MasPais_Es: 📺 Esta noche a las 21:30, @ierrejon estará en directo en @El_Hormiguero.

📲 Podrás seguirlo en directo aquí: https://t.co/Q…",  maspais es   tonight at     ierrejon will be live at  el hormiguero   you can follow it live here     t co q,positive,0.0
TerukaP,2019-10-15 22:53:24,,"RT @PaulMacca14: #ErrejonEH Errejón dice que no apoyaría a Sánchez para aplicar el 155....
Iñigo....Si Sánchez te dice , ""Iñigo, traeme un…",      errejoneh errejn says he wouldn   t support snchez to apply the       iigo      if snchez tells you   quot iigo  bring me a    ,positive,0.4019
Canonizado75,2019-10-15 22:53:22,Un lugar llamado mundo,"RT @Tonyfish78: ¿Recordáis que a Abascal Pablo Motos le preguntara por economía? #ErrejonEH

Pues eso...",     remember that abascal pablo motos was asked about economics   errejoneh well  that    ,positive,0.2732
maria_cmarquez,2019-10-15 22:53:19,"Málaga, La Bella","RT @MariaJamardoC: ""Fumé porros de chaval, como todo el mundo. Pero yo soy más de salado que de dulce"", Errejón dixit. Pues como todo el mu…",  mariajamardoc   quot i smoked kid   s porros  like everyone else  but i   m more salty than sweet  quot  errejn dixit  well  like all the mu    ,positive,0.901
Canonizado75,2019-10-15 22:53:18,Un lugar llamado mundo,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
Canonizado75,2019-10-15 22:53:10,Un lugar llamado mundo,RT @EmilioDelgadoOr: Me parece bien que haya quien busque políticos que tensionen. Yo a estas alturas prefiero gente que tenga ideas claras…,  emiliodelgadoor  it seems good to me that there are those who look for politicians who stress  at this point i prefer people who have clear ideas    ,positive,0.4019
Claitaita,2019-10-15 22:52:58,"Valencia, Spain","RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
Canonizado75,2019-10-15 22:52:55,Un lugar llamado mundo,RT @Javi_alm: Hoy parece que a Pablo Motos no le toca justificar el llevar al programa a un comunista lleno de odio como tantos otros. #Err…,  javi alm  today it seems that pablo motos does not have to justify bringing a hateful communist to the program like so many others    err    ,positive,-0.1779
Canonizado75,2019-10-15 22:52:54,Un lugar llamado mundo,RT @LuisMD1799: ¿Soy el único que tiene la sensación de que ni el propio Errejón se cree lo que él mismo dice? #ErrejonEH,     am i the only one who has the feeling that not even errejn himself believes what he says   errejoneh,positive,0.128
Canonizado75,2019-10-15 22:52:53,Un lugar llamado mundo,"RT @MariaJamardoC: El candidato de Más País hablando de creación de empleo y economía, sin tener ni la más remota idea de creación de emple…",  mariajamardoc  the candidate of more country talking about job creation and economics  without even having the slightest idea of job creation    ,positive,0.4939
rioagrio,2019-10-15 22:52:51,,"RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
TerukaP,2019-10-15 22:52:46,,RT @LuisMD1799: ¿Soy el único que tiene la sensación de que ni el propio Errejón se cree lo que él mismo dice? #ErrejonEH,     am i the only one who has the feeling that not even errejn himself believes what he says   errejoneh,positive,0.128
MigueNGart,2019-10-15 22:52:36,Miarmaland,"RT @XabiGaztea: #ErrejonEH aterriza!! Educación pública a la finlandesa, renovables como en Dinamarca y jornadas con menos horas que en Ale…",  xabigaztea   errejoneh lands    finnish public education  renewable as in denmark and days with fewer hours than in ale,positive,0.0
RobertoVegaRam2,2019-10-15 22:52:18,,"#ErrejonEH ERREJON ERES UN TRAIDOR! Ojalá no tengas ni un solo escaño! Metete por el culo tu núcleo irradiador, y l… https://t.co/JYXp0q0OiF", errejoneh errejon you are a traitor  i hope you don   t have a single seat  get your irradiator core in the ass  and l    t co ,negative,-0.1531
Canonizado75,2019-10-15 22:52:13,Un lugar llamado mundo,"RT @vargasotero: #ErrejónEH Pablo, preguntale por que cobraba de la universidad y no iba y no aparecia ni por alli. Igual que le preguntast…",  vargasotero    errejneh pablo  ask him why he charged from the university and did not go and did not appear there  just as you asked    ,positive,-0.2023
adrien_elamigoa,2019-10-15 22:52:12,"Arévalo, España","RT @MasPais_Es: 🎥Necesitamos política útil, aquella que es capaz de llegar a acuerdos, incluso con la gente que no piensa exactamente igual…",  maspais es  we need useful policy  one that is able to reach agreements  even with people who don   t think exactly the same    ,positive,0.6249
Canonizado75,2019-10-15 22:52:11,Un lugar llamado mundo,"RT @diasasaigonados: No sé si es por la antipatía proverbial que le tengo al saltimbanqui este de las hormigas, pero Errejón está saliendo…",  diasasaigonados  i don   t know if it   s because of the proverbial antipathy that i have to the saltimbanqui this one of the ants  but errejn is leaving,positive,0.0
MasCarabanchel,2019-10-15 22:52:02,"Carabanchel, Madrid","RT @MasHortaleza: Los jueces han hecho su trabajo.
Los políticos no.
En Catalunya, por encima de la voluntad de castigo, está la voluntad d…",  mashortaleza  the judges have done their job  the politicians do not  in catalonia  above the will of punishment  there is the will to,positive,-0.4939
Canonizado75,2019-10-15 22:51:57,Un lugar llamado mundo,"RT @MAMariscal3: #ErrejónEH
—Pablo, cuando sea mayor voy a legalizar la marihuana.
—Y yo voy a comprarme un chalet.
—Jajajajaja.
—Pasa el p…",       errejneh  pablo  when i grow up i am going to legalize marijuana   quot and i   m going to buy a villa  quot   hahaha  pass the p    ,positive,0.5574
lechuzeta,2019-10-15 22:51:56,Cantabria,"#ErrejonEH
Cómo se atreve a proponer nada sobre trabajo si no lo ha hecho en su vida!?
Ud. No ha producido nunca na… https://t.co/50nHY5ncUL", errejoneh how dare you propose anything about work if you haven   t done it in your life    you have never produced na    t co ,positive,0.0
Yogurtlado,2019-10-15 22:51:55,"Sevilla, España","RT @abc_es: Íñigo Errejón: «No apoyaré a Pedro Sánchez si aplica el 155 en Cataluña, no hay necesidad» #ErrejónEH https://t.co/nSetCAwbbn",  abc es  igo errejn  i will not support pedro snchez if he applies  in catalonia  there is no need   errejneh    t co nsetcawbbn,positive,-0.5358
ivangarcia1993,2019-10-15 22:51:47,"tenerife, España.",RT @JMJG1982: Iñigo Errejón es el babyface totalitario. Cada dos por tres se le escapa un guiñito autoritario. Cuidado con el lobo con piel…,     iigo errejn is the totalitarian babyface  every two by three  an authoritarian wink escapes him  beware of the wolf with skin    ,positive,-0.3818
lenilua63,2019-10-15 22:51:41,,"RT @PaulMacca14: #ErrejonEH ""Yo cuando digo Más País digo Más España"" . Claro que sí, Iñigo....El problema es que vas a apoyar a los que co…",      errejoneh  quot when i say more country i say more spain quot   of course  iigo      the problem is that you are going to support those who co    ,positive,0.0
v_vzainov,2019-10-15 22:51:35,,"RT @DiariComarcal: ⚠ ÚLTIMA HORA⚠  #Actualidad #Lleida
Un grupo de manifestantes queman un comercio ZARA en Lleida.

https://t.co/EZPy80toe…",  diaricomarcal   last minute  news  lleida a group of protesters burn a zara trade in lleida     t co ,positive,-0.2263
